File Name                     	['་འི་  ', '་འི་_original']	['་ས་   ', '་ས་_original']	['་ར་   ', '་ར་_original']	['་འི།  ', '་འི།_original']	['་ས།   ', '་ས།_original']	['་ར།   ', '་ར།_original']
TM2243-bo.txt                 	['0     ', '0     ']	['5     ', '5     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0624-bo.txt                 	['0     ', '0     ']	['26    ', '26    ']	['2     ', '2     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']
TM7877-bo.txt                 	['0     ', '0     ']	['66    ', '66    ']	['13    ', '13    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7Z2L_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TM4917-bo.txt                 	['0     ', '0     ']	['4     ', '4     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0265-bo.txt                 	['0     ', '0     ']	['167   ', '167   ']	['33    ', '33    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM2210-bo.txt                 	['0     ', '0     ']	['2     ', '2     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMGVVH_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMHIQA_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMOD0T_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMtoh235_84000-bo.txt         	['0     ', '0     ']	['10    ', '10    ']	['46    ', '46    ']	['0     ', '0     ']	['0     ', '0     ']	['22    ', '22    ']
TMI3TS_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4DXU_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3ODZ_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0046-bo.txt                 	['17    ', '17    ']	['11    ', '11    ']	['2     ', '2     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM5024-bo.txt                 	['0     ', '0     ']	['17    ', '17    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJ6NY_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3028-bo.txt                 	['0     ', '0     ']	['52    ', '52    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0887-bo.txt                 	['148   ', '148   ']	['34    ', '34    ']	['43    ', '43    ']	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']
TMHYVH_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0014-bo.txt                 	['254   ', '254   ']	['176   ', '176   ']	['137   ', '137   ']	['0     ', '0     ']	['9     ', '9     ']	['4     ', '4     ']
TM28LP_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3550-bo.txt                 	['0     ', '0     ']	['11    ', '11    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0690-bo.txt                 	['22    ', '22    ']	['23    ', '23    ']	['13    ', '13    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0759-bo.txt                 	['188   ', '188   ']	['87    ', '87    ']	['70    ', '70    ']	['5     ', '5     ']	['5     ', '5     ']	['0     ', '0     ']
TMM4C3_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0252-bo.txt                 	['0     ', '0     ']	['23    ', '23    ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0059-bo.txt                 	['0     ', '0     ']	['87    ', '87    ']	['21    ', '21    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM1CYI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMXQ8X_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0776-bo.txt                 	['0     ', '0     ']	['185   ', '185   ']	['20    ', '20    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM3CCV_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0102-bo.txt                 	['167   ', '167   ']	['217   ', '217   ']	['166   ', '166   ']	['0     ', '0     ']	['1     ', '1     ']	['18    ', '18    ']
TM95BR_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM9A0U_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMZ4GD_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0004-bo.txt                 	['43    ', '43    ']	['48    ', '48    ']	['16    ', '16    ']	['0     ', '0     ']	['2     ', '2     ']	['8     ', '8     ']
TM3039-bo.txt                 	['0     ', '0     ']	['14    ', '14    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3663-bo.txt                 	['0     ', '0     ']	['25    ', '25    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2778-bo.txt                 	['0     ', '0     ']	['162   ', '162   ']	['8     ', '8     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM3051-bo.txt                 	['0     ', '0     ']	['21    ', '21    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMGW3O_LH-bo.txt              	['0     ', '0     ']	['15    ', '15    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0612-bo.txt                 	['0     ', '0     ']	['8     ', '8     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3RLH_LH-bo.txt              	['0     ', '0     ']	['15    ', '15    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2175-bo.txt                 	['0     ', '0     ']	['120   ', '120   ']	['23    ', '23    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMZJTT_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM36XR_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0788-bo.txt                 	['0     ', '0     ']	['764   ', '764   ']	['159   ', '159   ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TM0719-bo.txt                 	['0     ', '0     ']	['990   ', '990   ']	['46    ', '46    ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']
TMDP6M_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']
TM2NGI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7L9C_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4278-bo.txt                 	['1     ', '1     ']	['219   ', '219   ']	['62    ', '62    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM5ZZY_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4495-bo.txt                 	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM0649-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMN837_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1504-bo.txt                 	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4537-bo.txt                 	['0     ', '0     ']	['48    ', '48    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0710-bo.txt                 	['492   ', '492   ']	['461   ', '461   ']	['33    ', '33    ']	['5     ', '5     ']	['31    ', '31    ']	['0     ', '0     ']
TM7927-bo.txt                 	['0     ', '0     ']	['85    ', '85    ']	['71    ', '71    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0016-bo.txt                 	['0     ', '0     ']	['1164  ', '1164  ']	['218   ', '218   ']	['0     ', '0     ']	['1     ', '1     ']	['4     ', '4     ']
TM2394-bo.txt                 	['0     ', '0     ']	['17    ', '17    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4990-bo.txt                 	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM4975-bo.txt                 	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMU997_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJI9J_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3317-bo.txt                 	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3841-bo.txt                 	['0     ', '0     ']	['158   ', '158   ']	['23    ', '23    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM2740-bo.txt                 	['0     ', '0     ']	['33    ', '33    ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5077-bo.txt                 	['0     ', '0     ']	['22    ', '22    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM47O8_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4BI3_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0707-bo.txt                 	['0     ', '0     ']	['80    ', '80    ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMKZDD_LH-bo.txt              	['0     ', '0     ']	['9     ', '9     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM98YH_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4604-bo.txt                 	['0     ', '0     ']	['33    ', '33    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0761-bo.txt                 	['241   ', '241   ']	['121   ', '121   ']	['75    ', '75    ']	['1     ', '1     ']	['7     ', '7     ']	['4     ', '4     ']
TM0842-bo.txt                 	['0     ', '0     ']	['72    ', '72    ']	['5     ', '5     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']
TM3147-bo.txt                 	['0     ', '0     ']	['27    ', '27    ']	['5     ', '5     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMM3C6_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0253-bo.txt                 	['0     ', '0     ']	['31    ', '31    ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0734-bo.txt                 	['654   ', '654   ']	['559   ', '559   ']	['310   ', '310   ']	['8     ', '8     ']	['36    ', '36    ']	['9     ', '9     ']
TMONFT_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4394-bo.txt                 	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNTAB_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMCS92_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2403-bo.txt                 	['0     ', '0     ']	['97    ', '97    ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1197-bo.txt                 	['0     ', '0     ']	['75    ', '75    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3560-bo.txt                 	['0     ', '0     ']	['218   ', '218   ']	['58    ', '58    ']	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']
TM7737-bo.txt                 	['0     ', '0     ']	['249   ', '249   ']	['66    ', '66    ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TM3206-bo.txt                 	['0     ', '0     ']	['32    ', '32    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMTILO_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJUKT_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0735-bo.txt                 	['188   ', '188   ']	['248   ', '248   ']	['115   ', '115   ']	['11    ', '11    ']	['48    ', '48    ']	['9     ', '9     ']
TM0879-bo.txt                 	['1     ', '1     ']	['183   ', '183   ']	['40    ', '40    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM0683-bo.txt                 	['0     ', '0     ']	['26    ', '26    ']	['13    ', '13    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMDKAI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0230-bo.txt                 	['0     ', '0     ']	['383   ', '383   ']	['125   ', '125   ']	['0     ', '0     ']	['3     ', '3     ']	['4     ', '4     ']
TMH7LU_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2235-bo.txt                 	['0     ', '0     ']	['31    ', '31    ']	['2     ', '2     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMG9M4_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM8L6U_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['13    ', '13    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3692-bo.txt                 	['0     ', '0     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']
TMtoh555_84000-bo.txt         	['0     ', '0     ']	['156   ', '156   ']	['67    ', '67    ']	['0     ', '0     ']	['1     ', '1     ']	['14    ', '14    ']
TM0049-bo.txt                 	['283   ', '283   ']	['130   ', '130   ']	['84    ', '84    ']	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']
TM2795-bo.txt                 	['0     ', '0     ']	['35    ', '35    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3FWU_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMDCAO_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']
TMCVSG_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMDTBO_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMYWB2_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4780-bo.txt                 	['270   ', '270   ']	['225   ', '225   ']	['170   ', '170   ']	['3     ', '3     ']	['7     ', '7     ']	['5     ', '5     ']
TMI90C_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM0515-bo.txt                 	['1     ', '1     ']	['75    ', '75    ']	['22    ', '22    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2230-bo.txt                 	['0     ', '0     ']	['79    ', '79    ']	['4     ', '4     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMWCMB_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMKEE9_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMX89A_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['11    ', '11    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3551-bo.txt                 	['0     ', '0     ']	['31    ', '31    ']	['1     ', '1     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']
TMCR3O_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4915-bo.txt                 	['0     ', '0     ']	['16    ', '16    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4380-bo.txt                 	['0     ', '0     ']	['65    ', '65    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJ0I7_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0546-bo.txt                 	['0     ', '0     ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMUFL9_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM9XLS_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMtoh112_84000-bo.txt         	['0     ', '0     ']	['125   ', '125   ']	['81    ', '81    ']	['0     ', '0     ']	['0     ', '0     ']	['14    ', '14    ']
TM0044-bo.txt                 	['256   ', '256   ']	['288   ', '288   ']	['167   ', '167   ']	['0     ', '0     ']	['28    ', '28    ']	['19    ', '19    ']
TMAQWK_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4911-bo.txt                 	['0     ', '0     ']	['15    ', '15    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNPH3_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2753-bo.txt                 	['0     ', '0     ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1098-bo.txt                 	['0     ', '0     ']	['31    ', '31    ']	['2     ', '2     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM0186-bo.txt                 	['0     ', '0     ']	['57    ', '57    ']	['23    ', '23    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMRPOH_LH-bo.txt              	['0     ', '0     ']	['13    ', '13    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM6SB0_LH-bo.txt              	['0     ', '0     ']	['11    ', '11    ']	['7     ', '7     ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TMAQVA_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMY107_LH-bo.txt              	['0     ', '0     ']	['19    ', '19    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMO7SY_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMDVD8_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMLFPL_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMCG7R_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMX1DW_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0827-bo.txt                 	['0     ', '0     ']	['80    ', '80    ']	['14    ', '14    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM4BMA_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3152-bo.txt                 	['0     ', '0     ']	['63    ', '63    ']	['14    ', '14    ']	['0     ', '0     ']	['4     ', '4     ']	['1     ', '1     ']
TM4166-bo.txt                 	['0     ', '0     ']	['5     ', '5     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3842-bo.txt                 	['0     ', '0     ']	['44    ', '44    ']	['6     ', '6     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TMEMCP_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM2419-bo.txt                 	['0     ', '0     ']	['22    ', '22    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMtoh601_84000-bo.txt         	['0     ', '0     ']	['27    ', '27    ']	['21    ', '21    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0729-bo.txt                 	['0     ', '0     ']	['67    ', '67    ']	['69    ', '69    ']	['0     ', '0     ']	['3     ', '3     ']	['2     ', '2     ']
TM0763-bo.txt                 	['185   ', '185   ']	['138   ', '138   ']	['60    ', '60    ']	['2     ', '2     ']	['17    ', '17    ']	['2     ', '2     ']
TM0725-bo.txt                 	['10    ', '10    ']	['50    ', '50    ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7TW7_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMEOHS_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4914-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMQ268_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMC916_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMEUWE_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMR35R_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMtoh250_84000-bo.txt         	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0708-bo.txt                 	['656   ', '656   ']	['671   ', '671   ']	['307   ', '307   ']	['5     ', '5     ']	['6     ', '6     ']	['6     ', '6     ']
TMDHE0_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0876-bo.txt                 	['0     ', '0     ']	['20    ', '20    ']	['1     ', '1     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM2801-bo.txt                 	['0     ', '0     ']	['15    ', '15    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMtoh58_84000-bo.txt          	['0     ', '0     ']	['4     ', '4     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0027-bo.txt                 	['128   ', '128   ']	['69    ', '69    ']	['69    ', '69    ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TMS9DJ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM9VXB_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
